id,type,name,vintage,adapted_from,adaptation,sequel,related,spinoff,episode_count,genres,themes,nb_votes,weighted_score,bayesian_score,begin_year,end_year
3666,movie,Gegege no Kitarou,12/21/1985,NA,NA,3857,NA,NA,NA,action/comedy/supernatural,NA,2,7,NA,1985,NA
3665,movie,Kinnikuman: New York Kikiippatsu!,3/15/1986,NA,NA,3662,NA,NA,NA,adventure/comedy/science fiction/tournament,NA,1,6,NA,1986,NA
3664,movie,Gegege no Kitar??: Saiky?? Y??kai Gundan! Nihon J??riku!!,7/12/1986,NA,NA,3661,NA,NA,NA,action/comedy/supernatural,NA,1,7,NA,1986,NA
3663,movie,Maple Town Monogatari,7/12/1986,NA,NA,NA,NA,NA,NA,NA,NA,2,5.0406,NA,1986,NA
3662,movie,Kinnikuman: Seigi Ch??jin vs Senshi Ch??jin,12/20/1986,NA,NA,NA,NA,NA,NA,adventure/comedy/science fiction/tournament,NA,NA,NA,NA,1986,NA
3661,movie,Gegege no Kitar??: Gekitotsu!! Ijigen Y??kai no Daihanran,12/20/1986,NA,NA,NA,NA,NA,NA,action/comedy/supernatural,NA,1,8,NA,1986,NA
3660,movie,Grimm Douwa - Kin no Tori,3/14/1987,NA,NA,NA,NA,NA,NA,NA,NA,6,6.4882,NA,1987,NA
3659,movie,Shin Maple Town Monogatari - Home Town Hen,3/14/1987,NA,NA,NA,NA,NA,NA,NA,NA,3,5.5263,NA,1987,NA
3658,movie,Bikkuriman: Taiichiji Seima Taisen,3/12/1988,NA,NA,NA,3683,NA,NA,NA,NA,NA,NA,NA,1988,NA
3657,movie,Lady Lady!!,3/12/1988,NA,NA,NA,NA,NA,NA,NA,NA,4,5.4821,NA,1988,NA
3654,movie,Be Forever Yamato,8/2/1980,NA,NA,1200,NA,NA,NA,action/adventure/drama/romance/science fiction,aliens/cyborg/mecha/military/space/space navy,61,6.7768,6.89483,1980,NA
3653,movie,Akuma to Himegimi,3/20/1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,NA
3652,movie,Door into Summer,3/20/1981,7536,NA,NA,NA,NA,NA,drama/romance,shounen-ai,54,6.2272,6.45767,1981,NA
3651,movie,Aladdin and the Wonderful Lamp,3/13/1982,NA,NA,NA,NA,NA,NA,adventure/fantasy,NA,25,6.1655,6.59662,1982,NA
3650,TV,Flying House,1982-04-05 to 1983-03-28,NA,NA,NA,NA,NA,52,science fiction,historical,26,5.2429,5.95403,1982,1983
3649,movie,Asari-chan Ai no Marchen Sh??jo,3/13/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,NA
3648,movie,Haguregumo,4/24/1982,7380,NA,NA,NA,NA,NA,comedy/erotica/slice of life,historical,5,6.733,NA,1982,NA
3647,movie,Future War Year 198X,7/14/1982,NA,NA,NA,NA,NA,NA,drama/science fiction,military,16,6.7676,7.07926,1982,NA
3646,movie,Manga Aesop Monogatari,3/13/1983,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,1983,NA
3645,movie,Final Yamato,3/19/1983,NA,NA,NA,NA,NA,NA,action/adventure/drama/science fiction,aliens/military/space/space navy,61,7.0061,7.08643,1983,NA
3644,movie,Sh??nen Keniya,3/10/1984,NA,NA,NA,NA,NA,NA,adventure/drama,coming of age/World War II,20,5.268,6.10305,1984,NA
3642,TV,Mars Daybreak,2004-04-01 to 2004-09-23,NA,NA,NA,NA,NA,26,adventure/science fiction,mecha/military/pirates/real robot/space,443,7.1332,7.14274,2004,2004
3641,TV,Gantz,2004-04-12 to 2004-06-22,3749,NA,NA,NA,NA,26,action/drama/horror/psychological/science fiction/supernatural,aliens/death,3215,6.9889,6.99078,2004,2004
3640,movie,Kinnikuman,7/14/1984,NA,NA,3672,NA,NA,NA,adventure/comedy/science fiction/tournament,NA,2,6.0048,NA,1984,NA
3639,TV,Ah! My Goddess,2005-01-06 to 2005-07-07,1608,NA,6426,NA,NA,26,comedy/drama/romance/supernatural,goddesses/gods/magical girlfriend,3554,7.5435,7.54334,2005,2005
3638,movie,Dr. Slump: Arale no Bikkuri B??n,3/6/1999,NA,NA,NA,NA,NA,NA,action,NA,4,5.7773,NA,1999,NA
3637,movie,Dr. Slump & Arale-chan Hello! Fushigi Jima,7/18/1981,NA,NA,NA,3636,NA,NA,action/comedy,NA,14,6.4975,6.95779,1981,NA
3636,movie,Dr. Slump: Hoyoyo! Space Adventure,7/10/1982,NA,NA,NA,3635,NA,NA,action,NA,9,7.2009,NA,1982,NA
3635,movie,Dr. Slump & Arale-chan Hoyoyo! Sekai Issuu Dai Race,3/13/1983,NA,NA,NA,3634,NA,NA,action,NA,9,6.9364,NA,1983,NA
3634,movie,Dr. Slump & Arale-chan Hoyoyo! Nanaba Shiro no Hihou,12/22/1984,NA,NA,NA,3669,NA,NA,action,NA,9,6.6886,NA,1984,NA
3633,TV,Oban Star-Racers,4/12/2006,NA,NA,NA,NA,NA,26,adventure/drama/science fiction,racing,234,7.3437,7.35107,2006,NA
3632,movie,Hana no Ko Lun Lun - Konnichiwa Sakura no Sono,3/15/1980,NA,NA,NA,NA,NA,NA,NA,NA,4,4.1172,NA,1980,NA
3631,movie,Sekai Meisaku D??wa: Mori wa Ikiteiru,3/15/1980,NA,NA,NA,NA,NA,NA,fantasy,NA,27,6.906,7.08717,1980,NA
3630,movie,Galaxy Express 999: Glass no Clair,3/15/1980,NA,NA,508,NA,NA,NA,drama/science fiction,cyborg,21,6.127,6.62438,1980,NA
3629,movie,Science Fiction Saiyuki Starzinger,3/17/1979,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,NA,5,6.5956,NA,1979,NA
3628,movie,Ikky??-san to Yancha-hime,3/18/1978,NA,NA,20685,NA,NA,NA,NA,NA,NA,NA,NA,1978,NA
3625,movie,Candy Candy - Candy no Natsu Yasumi,7/22/1978,NA,NA,NA,NA,NA,NA,NA,NA,5,6.8701,NA,1978,NA
3624,movie,Candy Candy - Haru no Yobigoe,3/18/1978,NA,NA,3625,NA,NA,NA,drama/magic/slice of life,NA,12,5.5778,6.5363,1978,NA
3620,movie,Wakusei Robo Dangard Ace: Uch?? Daikaisen,3/18/1978,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,mecha/space/space navy,2,5.8593,NA,1978,NA
3618,movie,Wakusei Robo Danguard Ace tai Konchu Robo Gundan,7/17/1977,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,mecha,1,7,NA,1977,NA
3617,movie,Sekai Meisaku D??wa: Hakuch?? no ??ji,3/19/1977,NA,NA,NA,NA,NA,NA,NA,NA,19,6.5016,6.88606,1977,NA
3616,movie,Grendizer - Getter Robo G - Great Mazinger Kessen! Daikaijuu,7/18/1976,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,mecha,41,6.5561,6.76864,1976,NA
3614,movie,Nagagutsu o Haita Neko 80 Nichikan Sekai Issh??,3/20/1976,NA,NA,NA,NA,NA,NA,adventure/comedy,NA,20,6.7381,7.02186,1976,NA
3612,movie,XEVIOUS,2002,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,NA,NA,NA,NA,2002,NA
3611,movie,Uchuu Enban Dai-Senso,7/21/1975,3861,NA,NA,NA,NA,NA,NA,NA,24,5.9881,6.49033,1975,NA
3609,movie,UFO Robo Grendizer tai Great Mazinger,3/20/1976,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,mecha,30,6.7075,6.93244,1976,NA
3608,movie,Great Mazinger tai Getter Robo G - Kuuchuu Dai-Gekitotsu,7/21/1975,NA,NA,NA,16677,NA,NA,action/adventure/science fiction,mecha/super robot,22,5.3829,6.12828,1975,NA
3606,movie,Kore ga UFO da! Soratobu Enban,3/21/1975,NA,NA,NA,NA,NA,NA,science fiction,aliens,24,4.8851,5.755,1975,NA
3604,movie,Hans Christian Andersen's The Little Mermaid,3/21/1975,NA,NA,NA,NA,NA,NA,drama/fantasy/romance,mermaids,81,6.7117,6.81275,1975,NA
3595,TV,Koi Kaze,2004-04-01 to 2004-06-17,3713,NA,NA,NA,NA,13,drama/psychological/romance,incest,1067,7.7216,7.71908,2004,2004
3594,movie,Great Mazinger tai Getter Robo,3/21/1975,NA,NA,NA,16677,NA,NA,action/adventure/science fiction,mecha/super robot,27,5.8013,6.32238,1975,NA
3593,movie,Mazinger Z tai Ankoku Daish??gun,7/25/1974,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,mecha/super robot,34,7.0844,7.19146,1974,NA
3592,TV,Midori Days,2004-04-03 to 2004-06-26,3135,NA,NA,NA,NA,13,comedy/drama/romance,delinquents/ecchi,2761,7.5492,7.54896,2004,2004
3591,movie,"Jikenbo"" of Young Kindaichi: Murder in the Deep Blue",8/21/1999,NA,NA,NA,NA,NA,NA,mystery/thriller,NA,13,6.5059,6.98057,1999,NA
3590,movie,Mo~tto! Ojamajo Doremi Kaeru Seki no Himitsu,7/14/2001,NA,NA,NA,NA,NA,NA,comedy/magic,NA,25,7.1776,7.28048,2001,NA
3589,TV,Pipopapo Patrol-kun,2000-12 to 2001-03,NA,NA,NA,NA,NA,65,slice of life,police,2,6.0646,NA,2000,2001
3588,TV,Sakigake!! Otoko Juku,1988-02-25 to 1988-11-14,4208,NA,3842,NA,NA,34,action/comedy/tournament,martial arts/school,36,7.2458,7.30805,1988,1988
3587,movie,"30,000 Miles Under the Sea",7/19/1970,NA,NA,NA,NA,NA,NA,adventure,NA,11,6.8355,NA,1970,NA
3586,movie,Nagagutsu Sanj??shi,3/18/1972,NA,NA,3614,NA,NA,NA,NA,NA,14,5.8157,6.59067,1972,NA
3582,TV,Pok??mon Chronicles,5/11/2005,NA,NA,NA,NA,NA,22,adventure/comedy,NA,192,5.8222,5.92059,2005,NA
3581,movie,Maken Liner-0011 Henshin Seyo!!,7/16/1972,NA,NA,NA,NA,NA,NA,NA,NA,7,5.5633,NA,1972,NA
3580,movie,Kikansha Yaemon D51 no Daib??ken,3/16/1974,NA,NA,NA,23295,NA,NA,NA,NA,2,5.8294,NA,1974,NA
3568,TV,Yugo the Negotiator,2004-02-24 to 2004-05-25,3048,NA,NA,NA,NA,13,drama/mystery/psychological,military,243,6.9538,6.97926,2004,2004
3567,movie,Chibikko Remi to Meiken Kapi,3/17/1970,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,1970,NA
3564,movie,Jack and the Witch,3/19/1967,NA,NA,NA,NA,NA,NA,NA,NA,7,5.6821,NA,1967,NA
3563,TV,Ragnarok The Animation,2004-04-06 to 2004-09-28,NA,NA,NA,NA,NA,26,adventure/drama/fantasy,NA,778,5.7786,5.80467,2004,2004
3560,TV,Burst Angel,2004-04-06 to 2004-09-14,NA,NA,NA,5477,NA,24,action/science fiction,fanservice/girls with guns/mecha/post-apocalyptic/shoujo-ai/yuri,1799,6.5071,6.51364,2004,2004
3558,TV,Kaiketsu Zorori,2004-02-01 to 2005-02-06,NA,NA,NA,6419/11792/14314/15499/17221/17539/23171/23172,NA,149,adventure/comedy,NA,17,6.036,6.63964,2004,2005
3556,movie,Mazinger Z Vs. Devilman,7/18/1973,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,mecha/super robot,45,6.4606,6.67833,1973,NA
3544,movie,Tenj??hen - Utsunomiko,9/22/1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,NA
3543,TV,Instant History,1961-05-01 to 1962-02-24,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,1961,1962
3541,TV,Tenjho Tenge,2004-04-01 to 2004-09-16,3525,NA,4817,5366,NA,24,action/drama/supernatural,martial arts/school,2452,6.8214,6.82468,2004,2004
3536,TV,Ox Tales,1987-04-07 to 1988-03-29,NA,NA,NA,NA,NA,52,comedy,NA,30,7.36,7.39851,1987,1988
3531,movie,Fables from Hans Christian Andersen,3/19/1968,NA,NA,NA,NA,NA,NA,NA,NA,6,5.3067,NA,1968,NA
3529,movie,Alibaba to Yonjubiki no Tozuku,7/18/1971,NA,NA,NA,NA,NA,NA,NA,NA,16,5.3464,6.26714,1971,NA
3528,movie,Sindbad the Sailor,7/21/1962,NA,NA,NA,NA,NA,NA,action/adventure/fantasy,NA,9,5.6477,NA,1962,NA
3527,movie,Littlest Warrior,7/19/1961,NA,NA,NA,NA,NA,NA,drama,historical,12,6.3728,6.9338,1961,NA
3526,movie,Little Prince and the Eight-Headed Dragon,3/24/1963,NA,NA,NA,NA,NA,NA,adventure/fantasy,gods,20,6.9256,7.13905,1963,NA
3523,TV,Melody of Oblivion,2004-04-06 to 2004-09-21,7752,NA,NA,NA,NA,24,action/fantasy/horror/psychological/romance/science fiction,NA,552,6.2263,6.25329,2004,2004
3476,movie,Ashita no Joe 2,7/4/1981,NA,NA,NA,NA,NA,NA,NA,sports,15,7.4903,7.4923,1981,NA
3475,movie,Tomorrow's Joe,3/8/1980,NA,NA,NA,NA,NA,NA,action/drama/tournament,sports,41,7.3612,7.39145,1980,NA
3465,TV,Nintama Rantaro,4/10/1993,11943,15212,NA,NA,NA,NA,action/adventure/comedy,ninja,36,6.9404,7.079,1993,NA
3464,TV,B-Legend! Battle Bedaman,2004-01-05 to 2004-12-27,NA,NA,4878,22174/22175,NA,52,action/adventure,NA,149,3.7896,4.06576,2004,2004
3460,TV,Cosmopolitan Prayers,2004-01-12 to 2004-03-01,NA,NA,NA,3451,NA,8,adventure/comedy/magic/science fiction,fanservice,145,4.143,4.39919,2004,2004
3459,TV,Phoenix,2004-03-21 to 2004-06-27,417,NA,NA,NA,NA,13,adventure/drama/science fiction/supernatural,historical,182,7.0169,7.04646,2004,2004
3452,TV,Arcadia of My Youth: Endless Orbit SSX,1982-10-13 to 1983-03-30,NA,NA,NA,NA,NA,22,adventure/drama/science fiction,aliens/pirates/space,42,7.4823,7.48508,1982,1983
3451,TV,Hit o Nerae!,2004-03-08 to 2004-04-26,NA,NA,3798,NA,NA,8,comedy,fanservice,185,5.6038,5.71899,2004,2004
3448,movie,One Piece: Chinj?? Shima no Chopper ??koku,3/2/2002,NA,NA,2326,6528,NA,NA,adventure/fantasy,pirates/superpowers,456,6.66,6.68141,2002,NA
3447,TV,Windy Tales,2004-09-11 to 2005-02-26,NA,NA,NA,NA,NA,13,slice of life,NA,183,7.7837,7.76592,2004,2005
3446,movie,Zatch Bell: 101st Devil,8/7/2004,NA,NA,4791,NA,NA,NA,action/adventure/supernatural,NA,68,7.1325,7.18684,2004,NA
3444,movie,Self-portrait,1988-06,NA,NA,NA,NA,NA,NA,NA,NA,32,5.9544,6.37451,1988,NA
3443,movie,MURAMASA,8/21/1987,NA,NA,NA,NA,NA,NA,horror/psychological,samurai,56,6.7825,6.9082,1987,NA
3434,TV,Pretty Cure,2004-02-01 to 2005-01-30,NA,NA,4752,NA,17027,49,action/comedy/magic,magical girl,277,6.2106,6.26392,2004,2005
3429,TV,Duel Masters,2002-10-21 to 2003-04-04,3237,NA,4926/7965,NA,NA,65,action/adventure/comedy/tournament,parody,625,3.3717,3.44937,2002,2003
3422,movie,Push,8/21/1987,NA,NA,NA,NA,NA,NA,science fiction,gods/post-apocalyptic,49,6.9486,7.05605,1987,NA
3421,movie,Broken Down Film,8/17/1985,NA,NA,NA,NA,NA,NA,comedy,western,82,6.9487,7.01841,1985,NA
3418,movie,Jumping,1984-06,NA,NA,NA,NA,NA,NA,adventure,NA,102,7.3959,7.40631,1984,NA
3415,movie,Genesis,1968-10,NA,NA,NA,NA,NA,NA,comedy,religion,37,5.7155,6.15125,1968,NA
3414,movie,Pictures at an Exhibition,11/11/1966,NA,NA,NA,NA,NA,NA,comedy/fantasy,music,43,6.5512,6.75708,1966,NA
3409,movie,Dragon Quest: Dai no Daib??ken Tachiagare!! Aban no Shito,3/7/1992,NA,NA,NA,3408,NA,NA,action/fantasy,NA,2,6.4499,NA,1992,NA
3408,movie,Dragon Quest: Dai no Daib??ken Buchiya bure!! Shinsei Rokudai Shoguo,7/11/1992,NA,NA,NA,NA,NA,NA,action/fantasy,NA,4,5.7487,NA,1992,NA
3407,movie,Dragon Quest: Dai no Daib??ken,7/20/1991,3244,NA,NA,3409,NA,NA,action,NA,4,6.7343,NA,1991,NA
3406,movie,Cigarettes and Ashes,10/1/1965,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1965,NA
3405,movie,Drop,10/1/1965,NA,NA,NA,NA,NA,NA,comedy,NA,68,6.215,6.40697,1965,NA
3396,TV,Initial D: Fourth Stage,4/17/2004,NA,NA,14572,NA,6935,24,drama/tournament,auto racing/sports,842,8.0786,8.0704,2004,NA
3386,movie,Mermaid,9/21/1964,NA,NA,NA,NA,NA,NA,psychological,mermaids,87,6.8813,6.95566,1964,NA
3385,movie,Memory,9/21/1964,NA,NA,NA,NA,NA,NA,comedy,NA,78,6.4325,6.57414,1964,NA
3384,movie,Male,11/5/1962,NA,NA,NA,NA,NA,NA,psychological,dark comedy,79,5.5877,5.83919,1962,NA
3381,movie,Naruto the Movie: Ninja Clash in the Land of Snow,8/21/2004,NA,NA,NA,7837,NA,NA,action/drama/fantasy,ninja,2534,6.9078,6.91057,2004,NA
3378,movie,"Tenguri, the Boy of the Plains",1977,NA,NA,NA,NA,NA,NA,NA,NA,11,5.6344,NA,1977,NA
3377,movie,Okazaki City in 70 Years,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,NA
3376,movie,Misuke in Southern,1971-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,NA
3375,movie,Misuke in the Land of Ice,1970-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,NA
3374,movie,Once Upon A Time,3/15/1970,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1970,NA
3371,TV,Gokusen,2004-01-06 to 2004-03-30,2538,NA,NA,NA,NA,13,comedy/slice of life,delinquents/school/yakuza,718,7.1635,7.16895,2004,2004
3369,movie,Adachi-ga Hara,11/16/1991,NA,NA,NA,NA,NA,NA,science fiction,NA,8,6.8416,NA,1991,NA
3363,movie,Dragon Quest Saga: Emblem of Roto,4/20/1996,9835,NA,NA,NA,NA,NA,NA,NA,6,5.5449,NA,1996,NA
3352,TV,Wonder Beat Scramble,1986-04-16 to 1986-11-19,NA,NA,NA,NA,NA,26,NA,NA,3,7.3172,NA,1986,1986
3351,TV,Ultra B,1987-04-05 to 1989-03-27,NA,NA,NA,3286,NA,120,adventure/drama,NA,NA,NA,NA,1987,1989
3344,movie,Final Fantasy VII: Advent Children,8/31/2005,NA,NA,NA,NA,NA,NA,action/fantasy/science fiction,fighting/post-apocalyptic/swordplay,5884,7.8859,7.8851,2005,NA
3343,movie,World's Famous Stories for Children: Thumb Princess,3/18/1978,NA,NA,NA,NA,NA,NA,NA,NA,13,6.4287,6.94043,1978,NA
3342,movie,Phoenix: Chapter of Dawn,8/19/1978,417,NA,NA,NA,NA,NA,NA,NA,3,5.2554,NA,1978,NA
3334,TV,Dominion,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.0533,NA,NA,NA
3332,movie,Saint Seiya: Warriors of the Final Holy Battle,3/18/1989,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,NA,168,6.604,6.66339,1989,NA
3331,movie,Saint Seiya: Legend of Crimson Youth,7/23/1988,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,NA,183,7.3898,7.39626,1988,NA
3330,movie,Saint Seiya: The Heated Battle of the Gods,3/12/1988,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,NA,175,6.9526,6.98739,1988,NA
3329,movie,Saint Seiya: Evil Goddess Eris,7/18/1987,NA,NA,NA,NA,NA,NA,action/adventure/science fiction,NA,178,6.6102,6.66607,1987,NA
3328,movie,Daruma-chan,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA
3326,movie,Cutey Honey Flash,7/12/1997,NA,NA,NA,NA,NA,NA,adventure/comedy/magic/romance,magical girl,34,5.5552,6.06118,1997,NA
3322,movie,Tezuka Osamu Story: I Am Son-Goku,8/27/1989,NA,NA,NA,NA,NA,NA,NA,NA,7,6.7648,NA,1989,NA
3321,movie,Galaxy Investigation 2100: Border Planet,8/24/1986,NA,NA,NA,NA,NA,NA,NA,NA,13,6.2266,6.83534,1986,NA
3320,movie,Three-Eyed One - Prince in the Devile Island,8/25/1985,NA,NA,NA,NA,NA,NA,NA,NA,4,5.9533,NA,1985,NA
3319,movie,Baggy,8/19/1984,NA,NA,NA,NA,NA,NA,adventure,catgirls,88,6.1817,6.33927,1984,NA
3317,movie,Bremen 4: Angels in Hell,8/23/1981,NA,NA,NA,NA,NA,NA,NA,NA,11,5.6602,NA,1981,NA
3313,movie,Benkai and Ushiwakamaru,12/4/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA
3312,movie,Princess Knight,1999,1340,NA,NA,NA,NA,NA,adventure/fantasy,crossdressing/fairy tales,1,7,NA,1999,NA
3309,movie,Black Jack: Capital Transfer To Heian,1996,NA,NA,NA,NA,NA,NA,NA,NA,10,7.0835,NA,1996,NA
3305,movie,Jungle Emperor Leo: Hon-o-ji,2000,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,2000,NA
3304,movie,Doggie March,12/21/1963,NA,NA,NA,NA,NA,NA,adventure/comedy/drama,NA,5,7.4167,NA,1963,NA
3303,movie,Jungle Emperor Leo,7/31/1966,NA,NA,NA,NA,NA,NA,NA,NA,5,8.1517,NA,1966,NA
3301,movie,Fushigina Daiko,8/20/1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,NA
3293,movie,Bats and Terry,3/14/1987,7104,NA,NA,NA,NA,NA,action/drama/tournament,sports,1,7,NA,1987,NA
3287,movie,Undersea Super Train: Marine Express,8/26/1979,NA,NA,NA,NA,NA,NA,NA,NA,25,6.5577,6.86162,1979,NA
3286,movie,Ultra B: Dictator B.B. from the Black Hole,3/12/1988,NA,NA,NA,NA,NA,NA,adventure/comedy,NA,NA,NA,NA,1988,NA
3285,TV,Bamboo Bears,9/2/1995,NA,NA,NA,NA,NA,52,NA,NA,1,7,NA,1995,NA
3280,movie,Fumoon,8/31/1980,3017,NA,NA,NA,NA,NA,NA,NA,11,6.1792,NA,1980,NA
3278,movie,Astro Boy: Shinsen-gumi,7/20/2001,NA,NA,NA,NA,NA,NA,NA,NA,12,5.9492,6.722,2001,NA
3277,movie,Jungle Emperor Leo,8/1/1997,1342,NA,NA,NA,NA,NA,adventure,NA,84,6.9812,7.0454,1997,NA
3271,movie,Hiatari Ryoko! Yume no Naka ni Kimi ga Ita,10/1/1988,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,1988,NA
3270,movie,Murasaki Shikibu The Tale of Genji,12/19/1987,NA,NA,NA,NA,NA,NA,drama/romance,historical,38,6.3209,6.60264,1987,NA
3269,movie,Touch 3: Don't Pass Me By,4/11/1987,NA,NA,NA,NA,NA,NA,NA,NA,32,7.2068,7.28535,1987,NA
3268,movie,Touch 2: Sayonara no Okurimono,12/13/1986,NA,NA,3269,NA,NA,NA,NA,NA,34,7.1067,7.20794,1986,NA
3267,movie,Touch: Sebangou no Nai Ace,4/12/1986,NA,NA,3268,NA,NA,NA,tournament,baseball,33,7.13,7.22728,1986,NA
3265,movie,Thousand & One Nights,6/14/1969,NA,NA,NA,6085,NA,NA,NA,NA,42,6.484,6.70862,1969,NA
3261,movie,Team Ranma vs. The Legendary Phoenix,8/20/1994,NA,NA,NA,NA,NA,NA,action/comedy/supernatural,gender switch/harem/tsundere,453,7.1652,7.17371,1994,NA
3257,movie,Jack and the Beanstalk,7/20/1974,NA,NA,NA,23766,NA,NA,adventure/fantasy,NA,19,6.8911,7.12479,1974,NA
3253,movie,Cleopatra,9/15/1970,NA,NA,NA,NA,NA,NA,comedy/erotica/fantasy,historical,50,5.6545,6.01069,1970,NA
3250,TV,Daphne in the Brilliant Blue,2004-01-15 to 2004-07-03,NA,NA,NA,NA,NA,24,drama/mystery/science fiction,bounty hunters/fanservice/girls with guns,405,6.3782,6.41033,2004,2004
3243,TV,Transformers: Energon,2004-01-09 to 2004-12-24,NA,NA,NA,NA,NA,52,action/adventure/science fiction,mecha,198,4.7302,4.88818,2004,2004
3234,movie,Violinist of Hamelin,1996,4802,NA,NA,NA,NA,NA,adventure/comedy/fantasy,NA,98,6.4414,6.55632,1996,NA
3227,TV,Showa Aho Zhoshi Akanuke Ichiban!,1985-10-07 to 1986-03-24,9986,NA,NA,NA,NA,22,comedy,NA,NA,NA,NA,1985,1986
3222,movie,Tales of the Street Corner,11/5/1962,NA,NA,NA,NA,NA,NA,magic/slice of life,NA,77,7.0463,7.10677,1962,NA
3220,TV,Ninjaman Ippei,1982-10-04 to 1982-12-27,NA,NA,NA,NA,NA,13,action/comedy,NA,1,7,NA,1982,1982
3217,TV,Yumeria,2004-01-08 to 2004-03-25,NA,NA,NA,NA,NA,12,adventure/comedy/fantasy/romance,harem,758,6.0342,6.05696,2004,2004
3214,TV,Yoshimoto Muchikko Monogatari,1998-10-26 to 1999-11-05,NA,NA,NA,NA,NA,NA,comedy,NA,1,1,NA,1998,1999
3213,TV,Yoroshiku Mechadock,1984-09-01 to 1985-03-30,NA,NA,NA,NA,NA,30,tournament,sports,4,6.2799,NA,1984,1985
3212,TV,Wonder Bebil-kun,2003-04-11 to 2004-02-06,NA,NA,NA,NA,NA,26,comedy/fantasy,NA,NA,NA,NA,2003,2004
3210,TV,Diamond Daydreams,2004-01-20 to 2004-04-05,NA,NA,NA,23405,NA,12,drama/romance,NA,342,6.822,6.84481,2004,2004
3209,TV,Monkey Turn,2004-01-10 to 2004-06-26,3967,NA,9976,NA,NA,25,adventure/tournament,speedboat racing/sports,6,6.607,NA,2004,2004
3208,TV,Burn-Up Scramble,2004-01-12 to 2004-03-29,NA,NA,NA,NA,NA,12,action/comedy/science fiction,police,209,6.0749,6.152,2004,2004
3207,TV,Misaki Chronicles,2004-01-03 to 2004-03-27,NA,NA,NA,NA,NA,13,drama/psychological/science fiction,fanservice/time travel,264,6.108,6.1683,2004,2004
3206,movie,One Piece: Nejimaki Shima no B??ken,3/3/2001,NA,NA,3448,6527,NA,NA,action/adventure/comedy/fantasy,pirates,498,7.1752,7.18272,2001,NA
3199,movie,Z?? Ressha ga Yatte Kita,1992,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1992,NA
3196,TV,Tanken gobrin tou,1990-04-02 to 1991-03-29,NA,NA,NA,NA,NA,100,comedy,NA,NA,NA,NA,1990,1991
3194,TV,B??ken Korobokkuru,1973-10-06 to 1974-03-30,NA,NA,NA,NA,NA,26,adventure,NA,3,7.8456,NA,1973,1974
3180,movie,Pataliro! Stardust Program,7/10/1983,NA,NA,NA,NA,NA,NA,comedy,NA,2,8,NA,1983,NA
3170,TV,Yamato Takeru,1994-04-09 to 1994-12-24,NA,NA,3171,NA,NA,37,adventure/comedy/science fiction,mecha,19,6.9118,7.13748,1994,1994
3169,TV,Paranoia Agent,2004-02-02 to 2004-05-17,NA,NA,NA,NA,NA,13,drama/horror/mystery/psychological/supernatural,Police/Police,3515,7.8139,7.81281,2004,2004
3168,TV,Gatchaman 2000,2000-08 to 2000-09,NA,NA,NA,NA,NA,4,action/adventure/science fiction,NA,8,7.5954,NA,2000,2000
3163,TV,Tsuide ni Tonchinkan,1987-10-10 to 1988-10-01,21990,NA,NA,NA,NA,43,comedy,NA,NA,NA,NA,1987,1988
3160,TV,Coji-Coji,1997-10-04 to 1999-09-25,NA,NA,NA,NA,NA,101,adventure/comedy/fantasy,NA,1,4,NA,1997,1999
3150,TV,Maria Watches Over Us,2004-01-07 to 2004-03-31,15772,NA,4175,NA,3772,13,drama/romance,shoujo-ai/yuri,2022,8.4226,8.41713,2004,2004
